proDelta[0] proIdx[0] proValid[0] proReady[0] proDelta[1] proIdx[1] proValid[1] proReady[1] proDelta[2] proIdx[2] proValid[2] proReady[2] proDelta[3] proIdx[3] proValid[3] proReady[3] proDelta[4] proIdx[4] proValid[4] proReady[4] proDelta[5] proIdx[5] proValid[5] proReady[5] proDelta[6] proIdx[6] proValid[6] proReady[6] proDelta[7] proIdx[7] proValid[7] proReady[7] CUDelta[0] CUIdx[0] CUValid[0] CUReady[0] CUDelta[1] CUIdx[1] CUValid[1] CUReady[1] CUDelta[2] CUIdx[2] CUValid[2] CUReady[2] CUDelta[3] CUIdx[3] CUValid[3] CUReady[3] CUDelta[4] CUIdx[4] CUValid[4] CUReady[4] CUDelta[5] CUIdx[5] CUValid[5] CUReady[5] CUDelta[6] CUIdx[6] CUValid[6] CUReady[6] CUDelta[7] CUIdx[7] CUValid[7] CUReady[7] 
34e0 e4 1 0 3bd2 c7 1 0 2435 26 1 0 391e 80 1 0 3875 e2 1 0 37cf b5 1 1 2dbc 27 1 0 3832 7d 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
34e0 e4 1 0 3bd2 c7 1 0 2435 26 1 0 391e 80 1 0 3875 e2 1 0 31cc 6c 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 37cf b5 1 1 3832 7d 1 1 
34e0 e4 1 0 3bd2 c7 1 0 2435 26 1 0 391e 80 1 0 3875 e2 1 0 31cc 6c 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 
34e0 e4 1 0 3bd2 c7 1 1 2435 26 1 0 391e 80 1 0 3875 e2 1 0 31cc 6c 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 
34e0 e4 1 0 345d 88 1 0 2435 26 1 0 391e 80 1 0 3875 e2 1 0 31cc 6c 1 1 2dbc 27 1 0 2b47 47 1 0 3bd2 c7 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 
34e0 e4 1 0 345d 88 1 1 2435 26 1 0 391e 80 1 0 3875 e2 1 0 0000 00 0 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 31cc 6c 1 1 0000 00 0 0 0000 00 0 0 
34e0 e4 1 0 0000 00 0 0 2435 26 1 0 391e 80 1 0 3875 e2 1 0 2ced 57 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 345d 88 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 
34e0 e4 1 1 0000 00 0 0 2435 26 1 0 391e 80 1 0 3875 e2 1 0 2ced 57 1 1 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a45 ad 1 0 311e 5d 1 0 2435 26 1 0 391e 80 1 0 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 1 0000 00 0 0 2ced 57 1 1 0000 00 0 1 34e0 e4 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a45 ad 1 0 311e 5d 1 1 2435 26 1 0 391e 80 1 1 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a45 ad 1 0 0000 00 0 0 2435 26 1 0 3024 f1 1 0 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 391e 80 1 1 0000 00 0 0 0000 00 0 0 311e 5d 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3a45 ad 1 1 2d4f 49 1 0 2435 26 1 0 3024 f1 1 1 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
0000 00 0 0 2d4f 49 1 0 2435 26 1 0 0000 00 0 0 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 3a45 ad 1 1 3024 f1 1 1 0000 00 0 1 
0000 00 0 0 2d4f 49 1 0 2435 26 1 0 0000 00 0 0 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 
0000 00 0 0 2d4f 49 1 1 2435 26 1 0 0000 00 0 0 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 
0000 00 0 0 38ba 0f 1 0 2435 26 1 1 3751 ab 1 0 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 2d4f 49 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 
3b45 5c 1 0 38ba 0f 1 0 0000 00 0 0 3751 ab 1 0 3875 e2 1 0 3932 c2 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 2435 26 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3b45 5c 1 0 38ba 0f 1 0 3b98 fc 1 0 3751 ab 1 0 3875 e2 1 0 3932 c2 1 1 2dbc 27 1 0 2b47 47 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3b45 5c 1 1 38ba 0f 1 0 3b98 fc 1 1 3751 ab 1 0 3875 e2 1 0 3acb e9 1 0 2dbc 27 1 0 2b47 47 1 0 3932 c2 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
371a 70 1 0 38ba 0f 1 0 0000 00 0 0 3751 ab 1 1 3875 e2 1 0 3acb e9 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 3b45 5c 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 3b98 fc 1 1 
371a 70 1 1 38ba 0f 1 0 0000 00 0 0 384a 58 1 0 3875 e2 1 0 3acb e9 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 3751 ab 1 1 0000 00 0 1 0000 00 0 0 
0000 00 0 0 38ba 0f 1 0 0000 00 0 0 384a 58 1 0 3875 e2 1 0 3acb e9 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 371a 70 1 1 0000 00 0 0 
0000 00 0 0 38ba 0f 1 0 0000 00 0 0 384a 58 1 0 3875 e2 1 1 3acb e9 1 0 2dbc 27 1 0 2b47 47 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 
0000 00 0 0 38ba 0f 1 1 0000 00 0 0 384a 58 1 0 2c5b 6d 1 0 3acb e9 1 0 2dbc 27 1 0 2b47 47 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 3875 e2 1 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 
3032 51 1 0 2f64 fa 1 0 0000 00 0 0 384a 58 1 0 2c5b 6d 1 0 3acb e9 1 0 2dbc 27 1 0 0000 00 0 0 2b47 47 1 1 38ba 0f 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 
3032 51 1 1 2f64 fa 1 1 0000 00 0 0 384a 58 1 1 2c5b 6d 1 0 3acb e9 1 0 2dbc 27 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 
391f 85 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 2c5b 6d 1 0 3acb e9 1 0 2dbc 27 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 3032 51 1 1 384a 58 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 2f64 fa 1 1 
391f 85 1 0 33e0 2f 1 0 3823 8a 1 0 0000 00 0 0 2c5b 6d 1 1 3acb e9 1 0 2dbc 27 1 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 
391f 85 1 0 33e0 2f 1 0 3823 8a 1 0 35c5 11 1 0 3b66 98 1 0 3acb e9 1 0 2dbc 27 1 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 2c5b 6d 1 1 0000 00 0 1 0000 00 0 0 
391f 85 1 0 33e0 2f 1 0 3823 8a 1 0 35c5 11 1 0 3b66 98 1 0 3acb e9 1 0 2dbc 27 1 0 36d8 83 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
391f 85 1 0 33e0 2f 1 0 3823 8a 1 1 35c5 11 1 0 3b66 98 1 0 3acb e9 1 0 2dbc 27 1 1 36d8 83 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
391f 85 1 1 33e0 2f 1 0 0000 00 0 0 35c5 11 1 0 3b66 98 1 0 3acb e9 1 0 0000 00 0 0 36d8 83 1 0 0000 00 0 1 3823 8a 1 1 0000 00 0 0 0000 00 0 1 2dbc 27 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
0000 00 0 0 33e0 2f 1 0 0000 00 0 0 35c5 11 1 0 3b66 98 1 1 3acb e9 1 0 0000 00 0 0 36d8 83 1 0 391f 85 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
0000 00 0 0 33e0 2f 1 0 2f49 99 1 0 35c5 11 1 1 0000 00 0 0 3acb e9 1 1 0000 00 0 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 3b66 98 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3531 4c 1 0 33e0 2f 1 0 2f49 99 1 0 0000 00 0 0 3180 07 1 0 34df 25 1 0 0000 00 0 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 35c5 11 1 1 0000 00 0 0 0000 00 0 0 3acb e9 1 1 0000 00 0 1 0000 00 0 1 
3531 4c 1 0 33e0 2f 1 0 2f49 99 1 0 0000 00 0 0 3180 07 1 0 34df 25 1 0 3273 5a 1 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3531 4c 1 0 33e0 2f 1 0 2f49 99 1 0 0000 00 0 0 3180 07 1 0 34df 25 1 0 3273 5a 1 0 36d8 83 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3531 4c 1 0 33e0 2f 1 0 2f49 99 1 0 0000 00 0 0 3180 07 1 1 34df 25 1 1 3273 5a 1 0 36d8 83 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3531 4c 1 1 33e0 2f 1 0 2f49 99 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 3273 5a 1 0 36d8 83 1 0 3180 07 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 34df 25 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
0000 00 0 0 33e0 2f 1 0 2f49 99 1 0 0000 00 0 0 2e67 75 1 0 0000 00 0 0 3273 5a 1 1 36d8 83 1 0 0000 00 0 0 3531 4c 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3860 68 1 0 33e0 2f 1 1 2f49 99 1 0 38bd a0 1 0 2e67 75 1 1 0000 00 0 0 38a4 d9 1 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 3273 5a 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3860 68 1 0 0000 00 0 0 2f49 99 1 0 38bd a0 1 0 0000 00 0 0 0000 00 0 0 38a4 d9 1 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 33e0 2f 1 1 2e67 75 1 1 0000 00 0 1 
3860 68 1 0 0000 00 0 0 2f49 99 1 0 38bd a0 1 0 3472 1c 1 0 0000 00 0 0 38a4 d9 1 0 36d8 83 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 
3860 68 1 0 3b65 8a 1 0 2f49 99 1 0 38bd a0 1 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 36d8 83 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 
3860 68 1 0 3b65 8a 1 0 2f49 99 1 0 38bd a0 1 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 36d8 83 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 
3860 68 1 0 3b65 8a 1 0 2f49 99 1 1 38bd a0 1 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 0000 00 0 0 36d8 83 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 
3860 68 1 0 3b65 8a 1 1 0000 00 0 0 38bd a0 1 1 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 391d 97 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 2f49 99 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
3860 68 1 1 0000 00 0 0 3486 7d 1 0 0000 00 0 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 391d 97 1 1 0000 00 0 0 3b65 8a 1 1 0000 00 0 1 0000 00 0 0 38bd a0 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 
0000 00 0 0 375d 7e 1 0 3486 7d 1 1 0000 00 0 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 391d 97 1 1 0000 00 0 0 0000 00 0 0 3860 68 1 1 0000 00 0 1 0000 00 0 1 
0000 00 0 0 375d 7e 1 0 367f c8 1 0 357b eb 1 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 3477 3e 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 3486 7d 1 1 
0000 00 0 0 375d 7e 1 0 367f c8 1 0 357b eb 1 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 3477 3e 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 
0000 00 0 0 375d 7e 1 0 367f c8 1 0 357b eb 1 0 3472 1c 1 0 2a3b 63 1 0 38a4 d9 1 0 3477 3e 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
0000 00 0 0 375d 7e 1 0 367f c8 1 0 357b eb 1 0 3472 1c 1 0 2a3b 63 1 1 38a4 d9 1 0 3477 3e 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
370d 5f 1 0 375d 7e 1 0 367f c8 1 0 357b eb 1 0 3472 1c 1 0 0000 00 0 0 38a4 d9 1 0 3477 3e 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 2a3b 63 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
370d 5f 1 0 375d 7e 1 0 367f c8 1 1 357b eb 1 0 3472 1c 1 1 0000 00 0 0 38a4 d9 1 0 3477 3e 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
370d 5f 1 0 375d 7e 1 0 3829 96 1 0 357b eb 1 1 2dd1 53 1 0 3691 5c 1 0 38a4 d9 1 0 3477 3e 1 1 0000 00 0 1 367f c8 1 1 0000 00 0 1 3472 1c 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
370d 5f 1 0 375d 7e 1 0 3829 96 1 1 0000 00 0 0 2dd1 53 1 0 3691 5c 1 0 38a4 d9 1 0 38f3 e6 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 357b eb 1 1 0000 00 0 1 3477 3e 1 1 
370d 5f 1 0 375d 7e 1 0 0000 00 0 0 0000 00 0 0 2dd1 53 1 0 3691 5c 1 0 38a4 d9 1 0 38f3 e6 1 0 0000 00 0 1 0000 00 0 0 3829 96 1 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 
370d 5f 1 0 375d 7e 1 0 3b61 83 1 0 3b63 70 1 0 2dd1 53 1 0 3691 5c 1 0 38a4 d9 1 0 38f3 e6 1 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
370d 5f 1 0 375d 7e 1 0 3b61 83 1 1 3b63 70 1 1 2dd1 53 1 0 3691 5c 1 0 38a4 d9 1 0 38f3 e6 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
370d 5f 1 0 375d 7e 1 0 3b9e ec 1 0 0000 00 0 0 2dd1 53 1 0 3691 5c 1 1 38a4 d9 1 0 38a4 a1 1 0 3b61 83 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 38f3 e6 1 1 0000 00 0 1 3b63 70 1 1 0000 00 0 1 
370d 5f 1 0 375d 7e 1 1 3b9e ec 1 1 3121 5b 1 0 2dd1 53 1 0 0000 00 0 0 38a4 d9 1 0 38a4 a1 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 3691 5c 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 
370d 5f 1 0 2ce5 9e 1 0 0000 00 0 0 3121 5b 1 0 2dd1 53 1 0 0000 00 0 0 38a4 d9 1 0 38a4 a1 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 3b9e ec 1 1 0000 00 0 0 375d 7e 1 1 
370d 5f 1 0 2ce5 9e 1 0 2bd1 e7 1 0 3121 5b 1 0 2dd1 53 1 0 0000 00 0 0 38a4 d9 1 0 38a4 a1 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 
370d 5f 1 0 2ce5 9e 1 0 2bd1 e7 1 0 3121 5b 1 0 2dd1 53 1 1 383b 70 1 0 38a4 d9 1 0 38a4 a1 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 
370d 5f 1 0 2ce5 9e 1 0 2bd1 e7 1 0 3121 5b 1 0 360d d1 1 0 383b 70 1 0 38a4 d9 1 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 2dd1 53 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 0 
370d 5f 1 0 2ce5 9e 1 0 2bd1 e7 1 1 3121 5b 1 0 360d d1 1 0 383b 70 1 1 38a4 d9 1 1 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
370d 5f 1 0 2ce5 9e 1 0 0000 00 0 0 3121 5b 1 0 360d d1 1 0 0000 00 0 0 0000 00 0 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 38a4 d9 1 1 2bd1 e7 1 1 0000 00 0 0 383b 70 1 1 0000 00 0 1 
370d 5f 1 0 2ce5 9e 1 0 3911 94 1 0 3121 5b 1 0 360d d1 1 0 0000 00 0 0 0000 00 0 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 
370d 5f 1 0 2ce5 9e 1 0 3911 94 1 0 3121 5b 1 0 360d d1 1 0 0000 00 0 0 0000 00 0 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 
370d 5f 1 0 2ce5 9e 1 0 3911 94 1 0 3121 5b 1 0 360d d1 1 0 0000 00 0 0 3942 3b 1 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 0000 00 0 1 
370d 5f 1 0 2ce5 9e 1 0 3911 94 1 0 3121 5b 1 0 360d d1 1 0 0000 00 0 0 3942 3b 1 1 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 
370d 5f 1 0 2ce5 9e 1 0 3911 94 1 1 3121 5b 1 0 360d d1 1 0 0000 00 0 0 3b80 fc 1 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 3942 3b 1 1 
370d 5f 1 1 2ce5 9e 1 0 0000 00 0 0 3121 5b 1 0 360d d1 1 0 0000 00 0 0 3b80 fc 1 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 3911 94 1 1 0000 00 0 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 
3a1e 9a 1 0 2ce5 9e 1 0 355e d8 1 0 3121 5b 1 0 360d d1 1 0 2c02 29 1 0 3b80 fc 1 0 38a4 a1 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 370d 5f 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 
3a1e 9a 1 0 2ce5 9e 1 0 355e d8 1 0 3121 5b 1 0 360d d1 1 0 2c02 29 1 1 3b80 fc 1 0 38a4 a1 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 
3a1e 9a 1 0 2ce5 9e 1 0 355e d8 1 0 3121 5b 1 0 360d d1 1 0 0000 00 0 0 3b80 fc 1 0 31be ef 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 38a4 a1 1 1 2c02 29 1 1 0000 00 0 1 0000 00 0 0 
3a1e 9a 1 0 2ce5 9e 1 0 355e d8 1 0 3121 5b 1 0 360d d1 1 0 38b8 77 1 0 3b80 fc 1 0 31be ef 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 
3a1e 9a 1 0 2ce5 9e 1 0 355e d8 1 0 3121 5b 1 0 360d d1 1 0 38b8 77 1 1 3b80 fc 1 0 31be ef 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 2ce5 9e 1 0 355e d8 1 0 3121 5b 1 0 360d d1 1 0 3616 02 1 0 3b80 fc 1 1 31be ef 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 38b8 77 1 1 0000 00 0 1 
3a1e 9a 1 0 2ce5 9e 1 0 355e d8 1 0 3121 5b 1 0 360d d1 1 1 3616 02 1 1 0000 00 0 0 31be ef 1 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 3b80 fc 1 1 
3a1e 9a 1 0 2ce5 9e 1 1 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 0000 00 0 0 2e2e cf 1 0 31be ef 1 0 3616 02 1 1 0000 00 0 1 360d d1 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 0000 00 0 0 2e2e cf 1 1 31be ef 1 0 0000 00 0 0 0000 00 0 1 0000 00 0 0 2ce5 9e 1 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 36c8 e4 1 0 2f82 af 1 0 31be ef 1 1 0000 00 0 0 2e2e cf 1 1 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 0000 00 0 1 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 36c8 e4 1 1 2f82 af 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 31be ef 1 1 0000 00 0 1 0000 00 0 0 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 0000 00 0 0 2f82 af 1 0 391d c4 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 36c8 e4 1 1 0000 00 0 0 0000 00 0 1 0000 00 0 1 
3a1e 9a 1 0 3788 18 1 0 355e d8 1 0 3121 5b 1 0 37f7 05 1 0 0000 00 0 0 2f82 af 1 0 391d c4 1 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 0 0000 00 0 1 0000 00 0 1 
